,OriginalTweet,Sentiment,cleaned
77,"IMPORTANT UPDATE! Our CEO Brian Beaulieu has broadened the scope of his COVID-19 webinar. Expect more on the oil prices drop, stock market developments, retail sales, and unfolding situations in China and Italy. Learn more and register: https://t.co/3muKagEw4p https://t.co/uOuyUfjRyW",Positive,import updat ceo brian beaulieu ha broaden scope hi covid webinar expect oil price drop stock market develop retail sale unfold situat china itali learn regist http co mukagew p http co uouyufjryw
3111,"My new #coronavirus hobby is online shopping. So far IÂve purchased dog biscuits, peanut butter cups, a sweater, and bed sheets. If a company delivered diet Dr Pepper, I might never leave home again.",Neutral,new coronaviru hobbi onlin shop far v purcha dog biscuit peanut butter cup sweater bed sheet compani deliv diet dr pepper might never leav home
376,"The world has shifted left, right and centre and yet the Pakistani brands continue to skyrocket their BS prices. Are they delusional?! ????? #Covid_19",Neutral,world ha shift left right centr yet pakistani brand continu skyrocket bs price delusion covid
776,Who else woke up today thinking about the #coronavirus is it time to panic? And stock up on food and goods?????,Negative,el woke today think coronaviru time panic stock food good
3587,@Sarah_Morrill @BuildingTradeAB @YourAlberta @ServiceCanada_E Good example of the uncertainty that exists for many workers. Few resources for non consumer-facing businesses. Calgary Chamber has some...https://t.co/dO2nQt6Vew,Positive,sarah morril buildingtradeab youralberta servicecanada good exampl uncertainti exist mani worker resourc non consum fac busi calgari chamber ha http co nqt vew
2112,@zoom_us tell me your website is wrong and that you havenÂt increased prices 10x since yesterday. Because otherwise what was $19.99/month yesterday is now $199.90/month today #pricegouging during a crisis isnÂt cool #Covid_19,Negative,zoom u tell websit wrong increa price x sinc yesterday becau otherwi wa month yesterday month today pricegoug dure crisi cool covid
3394,"? In response to the COVID-19 global pandemic, we have issued updated guidance for contact lens wearers to ensure healthy wear and care.

?? https://t.co/bFLIs1M67X

#Covid19 #Coronavirus #NoWater https://t.co/lJwUneNoCB",Extremely Positive,respon covid global pandem issu updat guidanc contact len wearer ensur healthi wear care http co bfli x covid coronaviru nowat http co ljwunenocb
1482,I have a feeling my local grocery store will resemble this scene by the time I stop there this evening.  #Covid_19 https://t.co/BO7BakwmV8,Negative,feel local groceri store resembl thi scene time stop thi even covid http co bo bakwmv
3610,Sainsbury: Give the elderly the first hour of supermarket trading during Covid-19 - Sign the Petition! https://t.co/sqPmSCMbGB via @UKChange,Neutral,sainsburi give elderli first hour supermarket trade dure covid sign petit http co sqpmscmbgb via ukchang
228,"@SenatorLoeffler @realDonaldTrump @VP @stevenmnuchin1 What the fuck does being a consumer, a strong economy, or jobs have to do with a pandemic? Absolutely nothing..btw did you go to Trump University? #Pandumbic #Trumpdemic #coronavirus #WhereAreTheTests",Negative,senatorloeffl realdonaldtrump vp stevenmnuchin fuck doe consum strong economi job pandem absolut noth btw go trump univers pandumb trumpdem coronaviru wherearethetest
3790,"Even though the Law Library is closed, ALL subscribers can access ebooks, EBSCO Legal forms, the National Consumer Law Center and research assistance remotely. Click here to find out more:

https://t.co/X6Dx5jlJeH",Positive,even though law librari close subscrib access ebook ebsco legal form nation consum law center research assist remot click find http co x dx jljeh
974,"@GovernorLittle @WhiteHouse How many Idahoans tested to date? How many new test kits will we see ea. week? Hi-risk people w exposure &amp; symptoms are dismissed by CDH staff reading from a script. So. Korea tests 10,000/day; more than total U.S. to date.",Negative,governorlittl whiteh mani idahoan test date mani new test kit see ea week hi risk peopl w exposur amp symptom dismiss cdh staff read script korea test day total u date
1651,"Stop it. Covid-19 is nothing. If you freak out over it, your a bitch. While you stock up on toilet paper, I stock up on food, ammo, and water. Stupid ass.",Extremely Negative,stop covid noth freak bitch stock toilet paper stock food ammo water stupid ass
2927,"How to stock on food for an emergency https://t.co/9rBklCNDMN via @BeCentsational

#coronavirus #coronaUK #quarentena #italy #COVID?19#covid #CoronavirusOutbreak #coronapocolypse #COVID19 #coronavirusupdates",Negative,stock food emerg http co rbklcndmn via becent coronaviru coronauk quarentena itali covid covid coronavirusoutbreak coronapocolyp covid coronavirusupd
1862,"? Source UCSF/Berkeley Scientists? 40-70% of Americans will get infected by #coronavirus . ThatÂs roughly 160m people. Using 1% death rate; this translates info 1.6m people dead. This will take 12-18mos to play out. The worst has yet to come. Stock up on water, food, meds, etc,",Extremely Negative,sourc ucsf berkeley scientist american get infect coronaviru roughli peopl use death rate thi translat info peopl dead thi take mo play worst ha yet come stock water food med etc
485,Please parents if UK schools close because of #Covid_19 it doesn't mean you just let them meet up with all school friends and hang around shopping centres defeating the purpose. Hopefully schools will look at online classes.,Extremely Positive,plea parent uk school close becau covid mean let meet school friend hang around shop centr defeat purpos hope school look onlin class
509,@Jam883 you guys should know that your DJs should not disseminate unverified news about COVID-19. One of your DJs told us to stock up on food &amp; necessities because there was going to be a local lock down at 5pm. There's no such news. Let us not spread,Negative,jam guy know dj dissemin unverifi news covid one dj told us stock food amp necess becau wa go local lock pm news let us spread
3638,"For those in the Northern and Southern Parishes of our LPSC District 2, due to the COVID-19 development, our LPSC officeÂs monthly visits to Jackson and Houma have been canceled for March.Â Â We will be available over the phone for any consumer issues yÂall need assistance with.",Neutral,northern southern parish lpsc district due covid develop lpsc offic monthli visit jackson houma cancel march avail phone ani consum issu need assist
1781,Stay Safe &amp; Be Prepared!!! https://t.co/zpgw1S49TX,Positive,stay safe amp prepar http co zpgw tx
865,"We're at a critical time for the containment of COVID-19.

As a necessary precaution, The Stop will be shifting our resources away from community programming and towards emergency food access services starting Monday, March 16.  https://t.co/rM191zyAfX",Extremely Negative,r critic time contain covid necessari precaut stop shift resourc away commun program toward emerg food access servic start monday march http co rm zyafx
2774,When you work in a grocery store and donÂt wanna go into work tomorrow because of the coronavirus ? #Covid_19 #CoronaVirusCanada,Neutral,work groceri store wanna go work tomorrow becau coronaviru covid coronaviruscanada
2443,"#coronapocalypse #Covid_19 #COVID19Aus #covid19australia 
Demand for IT infrastructure is going to increase during this spread and after. Education online, work from home, online shopping, online music concerts and sports. Do we have the bandwidth to support this ?",Positive,coronapocalyp covid covid au covid australia demand infrastructur go increa dure thi spread educ onlin work home onlin shop onlin music concert sport bandwidth support thi
628,"In light of the recent COVID-19 updates, we encourage everyone to stay at home and avoid crowded places. Stock up on food and necessities but do not panic buy. Wash your hands thoroughly and do not touch your face,Â https://t.co/p0iEtrURea",Extremely Positive,light recent covid updat encourag everyon stay home avoid crowd place stock food necess panic buy wash hand thoroughli touch face http co p ietrurea
1982,"@KyleBrandt The Corona Tough Guys will be the same ones trying to cut long lines at the ER and starting fights at the supermarket. 

An idea to limit hospital over crowding: Anyone still spreading ÂitÂs just the flu, toughen upÂ type messaging is n",Extremely Negative,kylebrandt corona tough guy one tri cut long line er start fight supermarket idea limit hospit crowd anyon still spread flu toughen type messag n
3252,"#CoronaVirus :Order Groceries Online rather than standing in Q

Master Link: https://t.co/5cMxoC1HnW

Cooking: https://t.co/8nWmL0qWF8

Grocery: https://t.co/Vmpd5TUe1I

Food: https://t.co/hAPwsNRfjW

Household Supplies: https://t.co/OrqUTLdhew

SkinCare: https://t.co/zhspPSc1gU",Neutral,coronaviru order groceri onlin rather stand q master link http co cmxoc hnw cook http co nwml qwf groceri http co vmpd tue food http co hapwsnrfjw household suppli http co orqutldhew skincar http co zhsppsc gu
